YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2007,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,20.4,,,1.9,16.7,24.1,658,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2007,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,52.0,,,3.0,46.2,57.8,637,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2007,MO,Missouri,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.8,,,1.1,6.6,11.0,658,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.6,,,0.6,2.4,4.8,"1,331",Overall,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,9.3,,,1.0,7.3,11.3,"1,296",Overall,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.8,,,0.3,0.3,1.3,"1,331",Overall,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.6,,,1.2,5.3,9.9,"1,308",Overall,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,19.7,,,2.1,15.6,23.8,"1,280",Overall,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.5,,,0.7,1.1,3.9,"1,308",Overall,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.3,,,1.0,3.3,7.3,646,Male,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,12.9,,,1.5,10.0,15.8,634,Male,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,1.3,,,0.5,0.3,2.3,646,Male,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,12.9,,,2.0,9.0,16.8,631,Male,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,26.1,,,3.5,19.2,33.0,619,Male,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.5,,,1.3,2.0,7.0,631,Male,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.7,,,0.5,0.7,2.7,681,Female,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,5.3,,,1.0,3.4,7.2,659,Female,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS11,11
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.2,,,0.1,0.0,0.4,681,Female,All Races,All Ages,Middle School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS12,12
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,2.2,,,0.6,1.1,3.3,672,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,13.2,,,1.7,9.9,16.5,656,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2007,MO,Missouri,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,,,0.3,0.0,1.0,672,Female,All Races,All Ages,High School,"(38.635790776000476, -92.56630005299968)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,41.1,,,3.2,34.8,47.4,200,Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,34.9,,,4.1,26.8,43.0,117,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,51.8,,,5.5,41.0,62.6,82,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,16.8,,,1.1,14.6,19.0,"1,576",Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,38.8,,,1.5,35.8,41.8,"1,546",Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,8.1,,,1.0,6.1,10.1,"1,576",Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,19.7,,,1.6,16.5,22.9,762,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,40.0,,,1.9,36.3,43.7,742,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.8,,,1.5,6.9,12.7,762,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,13.4,,,1.5,10.5,16.3,807,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,37.5,,,2.0,33.5,41.5,800,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2007,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,6.3,,,1.1,4.2,8.4,807,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,7.0,,,0.9,5.3,8.7,"1,577",Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.5,,,1.1,13.4,17.6,"1,568",Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,2.7,,,0.6,1.6,3.8,"1,577",Overall,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,12.4,,,1.5,9.4,15.4,757,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.7,,,1.8,22.2,29.2,752,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,4.8,,,0.9,3.0,6.6,757,Male,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.5,,,0.4,0.8,2.2,813,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS10,10
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,4.9,,,0.8,3.4,6.4,811,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS11,11
2007,NH,New Hampshire,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.5,,,0.3,0.0,1.1,813,Female,All Races,All Ages,High School,"(43.65595011300047, -71.50036091999965)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,2EDU,YTS12,12
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,53.9,,,4.8,44.4,63.4,106,Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,1EDU,YTS01,1
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.8,,,4.1,49.8,65.8,284,Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,170CES,1GEN,8AGE,6RAC,2EDU,YTS01,1
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,1EDU,YTS02,2
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,57.3,,,4.7,48.0,66.6,146,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,170CES,2GEN,8AGE,6RAC,2EDU,YTS02,2
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58.4,,,6.5,45.6,71.2,58,Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,1EDU,YTS03,3
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Percent of Current Smokers Who Want to Quit,YTS,,%,Percentage,58.5,,,5.3,48.2,68.8,138,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,170CES,3GEN,8AGE,6RAC,2EDU,YTS03,3
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.7,,,4.3,47.3,64.1,117,Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,1EDU,YTS04,4
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,56.4,,,2.9,50.7,62.1,323,Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,169QUA,1GEN,8AGE,6RAC,2EDU,YTS04,4
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.9,,,7.5,41.2,70.6,53,Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,1EDU,YTS05,5
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,58.7,,,4.0,50.9,66.5,162,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,169QUA,2GEN,8AGE,6RAC,2EDU,YTS05,5
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,55.9,,,4.3,47.5,64.3,63,Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,1EDU,YTS06,6
2007,ND,North Dakota,Tobacco Use – Survey Data,Cessation (Youth),Quit Attempt in Past Year Among Current Cigarette Smokers,YTS,,%,Percentage,54.1,,,4.2,45.8,62.4,161,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,105BEH,169QUA,3GEN,8AGE,6RAC,2EDU,YTS06,6
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.3,,,0.8,4.7,7.9,"2,075",Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS07,7
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,19.8,,,1.5,16.9,22.7,"2,039",Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS08,8
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.9,,,0.4,1.1,2.7,"2,075",Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,1EDU,YTS09,9
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.1,,,1.7,18.7,25.5,"1,637",Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS07,7
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,48.5,,,2.2,44.2,52.8,"1,650",Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS08,8
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.6,,,0.9,7.8,11.4,"1,637",Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,1GEN,8AGE,6RAC,2EDU,YTS09,9
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,5.8,,,0.8,4.2,7.4,"1,007",Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS07,7
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,18.8,,,1.6,15.6,22.0,979,Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS08,8
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.8,,,0.5,0.9,2.7,"1,007",Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,1EDU,YTS09,9
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,22.7,,,2.1,18.5,26.9,804,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS07,7
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,50.1,,,2.9,44.5,55.7,825,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS08,8
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,10.0,,,1.4,7.2,12.8,804,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,2GEN,8AGE,6RAC,2EDU,YTS09,9
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,6.8,,,1.1,4.7,8.9,"1,063",Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS07,7
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,20.8,,,1.7,17.4,24.2,"1,058",Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS08,8
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,1.9,,,0.6,0.7,3.1,"1,063",Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,1EDU,YTS09,9
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Current,%,Percentage,21.5,,,2.2,17.1,25.9,831,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS07,7
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Ever,%,Percentage,47.0,,,2.4,42.2,51.8,823,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS08,8
2007,ND,North Dakota,Tobacco Use – Survey Data,Cigarette Use (Youth),Smoking Status,YTS,Frequent,%,Percentage,9.2,,,1.2,6.8,11.6,831,Female,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,106BEH,166SSA,3GEN,8AGE,6RAC,2EDU,YTS09,9
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,3.3,,,0.4,2.5,4.1,"2,084",Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS10,10
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,11.4,,,0.9,9.6,13.2,"2,090",Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS11,11
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.4,,,0.2,0.1,0.7,"2,084",Overall,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,1EDU,YTS12,12
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,10.2,,,1.1,8.1,12.3,"1,670",Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS10,10
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,25.1,,,1.4,22.3,27.9,"1,664",Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS11,11
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,3.2,,,0.5,2.2,4.2,"1,670",Overall,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,1GEN,8AGE,6RAC,2EDU,YTS12,12
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,5.1,,,0.7,3.8,6.4,"1,010",Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS10,10
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,15.2,,,1.3,12.6,17.8,"1,018",Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS11,11
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,0.7,,,0.3,0.2,1.2,"1,010",Male,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,1EDU,YTS12,12
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,16.8,,,1.8,13.3,20.3,832,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS10,10
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Ever,%,Percentage,35.5,,,1.9,31.8,39.2,826,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS11,11
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Frequent,%,Percentage,6.1,,,0.9,4.3,7.9,832,Male,All Races,All Ages,High School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,2GEN,8AGE,6RAC,2EDU,YTS12,12
2007,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Youth),User Status,YTS,Current,%,Percentage,1.4,,,0.4,0.7,2.1,"1,068",Female,All Races,All Ages,Middle School,"(47.47531977900047, -100.11842104899966)",BEH,151BEH,169USS,3GEN,8AGE,6RAC,1EDU,YTS10,10
